content,tag,content_original
"SETUP CHECKPOINT print(classification_report(y_train, predictions))",0,"['from sklearn.metrics import classification_report\n', 'print(classification_report(y_train, predictions))']"
menu.Category.value_counts(),0,['menu.Category.value_counts()']
"CHECKPOINT ASSIGN = Images.shape[0] for target_cls in [0, 1, 2]: ASSIGN = np.where(Classes == target_cls)[0] ASSIGN = indices.shape[0] ASSIGN = class_to_label[target_cls] print(ASSIGN, ASSIGN, n_target_clspath) ASSIGN = 10 ASSIGN = plt.subplots(ncols=n_cols, figsize=(25, 3)) for i in range(ASSIGN): axs[i].imshow(np.uint8(Images[ASSIGN[i]])) axs[i].axis('off') axs[i].set_title(ASSIGN) plt.show()",1,"['## visualize some images / labels\n', '\n', 'n_total_images = Images.shape[0]\n', '\n', 'for target_cls in [0, 1, 2]:\n', '    \n', '    indices = np.where(Classes == target_cls)[0] # get target class indices on Images / Classes\n', '    n_target_cls = indices.shape[0]\n', '    label = class_to_label[target_cls]\n', '    print(label, n_target_cls, n_target_cls/n_total_images)\n', '\n', '    n_cols = 10 # # of sample plot\n', '    fig, axs = plt.subplots(ncols=n_cols, figsize=(25, 3))\n', '\n', '    for i in range(n_cols):\n', '\n', '        axs[i].imshow(np.uint8(Images[indices[i]]))\n', ""        axs[i].axis('off')\n"", '        axs[i].set_title(label)\n', '\n', '    plt.show()']"
"ASSIGN = pd.read_excel('path', index_col=0)",0,"[""df = pd.read_excel('/kaggle/input/covid19/dataset.xlsx', index_col=0)\n""]"
"SETUP ASSIGN = Fold(input_df, input_X, seed=1111); torch_seed(ASSIGN.seed) ASSIGN = Learner(fold, Arch1b_LstmGru(emb_glovewiki)).train(5)",0,"['%%time\n', 'fold = Fold(input_df, input_X, seed=1111); torch_seed(fold.seed)\n', 'learn3 = Learner(fold, Arch1b_LstmGru(emb_glovewiki)).train(5)']"
ASSIGN = 'teddy' ASSIGN = 'teddy_bear.txt',0,"[""folder = 'teddy'\n"", ""file = 'teddy_bear.txt'""]"
"ASSIGN=32 ASSIGN = model.fit_generator( data_gen(X_train, target_label_map, ASSIGN, augment=True), ASSIGN=data_gen(X_valid, target_label_map, batch_size), ASSIGN=50, ASSIGN = 1, ASSIGN= int(len(X_train)path), ASSIGN= int(len(X_valid)path) )",0,"['batch_size=32\n', 'history = model.fit_generator(\n', '    data_gen(X_train, target_label_map, batch_size, augment=True),\n', '    validation_data=data_gen(X_valid, target_label_map, batch_size),\n', '    epochs=50, \n', '    verbose = 1,\n', '    #callbacks=callbacks,\n', '    steps_per_epoch=  int(len(X_train)//batch_size),\n', '    validation_steps= int(len(X_valid)// batch_size)\n', ')']"
recpies <- recpies %>% filter(calories < 10000) %>% na.omit(),0,"['# quickly clean our dataset\n', 'recpies <- recpies %>%\n', '    filter(calories < 10000) %>% # remove outliers\n', '    na.omit() # remove rows with NA values']"
"SETUP CHECKPOINT ASSIGN = pd.read_csv(""..path"") ASSIGN = train.drop(""Survived"",axis=1) ASSIGN = train[""Survived""] X_train, X_test, y_train, y_test = train_test_split(ASSIGN, ASSIGN, test_size = 0.3, random_state = 101) ASSIGN = LogisticRegression() ASSIGN.fit(X_train,y_train) ASSIGN = logmodel.predict(X_test) print(,f1_score(y_test, ASSIGN)) print() confusion_matrix(y_test, ASSIGN)",0,"['from sklearn.model_selection import train_test_split\n', 'from sklearn.metrics import confusion_matrix\n', 'from sklearn.model_selection import cross_val_predict\n', 'from sklearn.linear_model import LogisticRegression\n', 'from sklearn.metrics import f1_score\n', '\n', 'train = pd.read_csv(""../input/titanic/train_data.csv"")\n', '\n', '\n', 'X = train.drop(""Survived"",axis=1)\n', 'y = train[""Survived""]\n', '\n', 'X_train, X_test, y_train, y_test = train_test_split(X, y, test_size = 0.3, random_state = 101)\n', '\n', 'logmodel = LogisticRegression()\n', 'logmodel.fit(X_train,y_train)\n', '\n', 'predictions = logmodel.predict(X_test)\n', '\n', 'print(""F1 Score:"",f1_score(y_test, predictions))\n', ' \n', 'print(""\\nConfusion Matrix(below):\\n"")\n', 'confusion_matrix(y_test, predictions)']"
SETUP,0,"['import numpy as np\n', 'import random as rn']"
"ASSIGN = 0.0002 ASSIGN = nn.BCELoss() ASSIGN = nn.MSELoss() ASSIGN = nn.L1Loss() ASSIGN = 1 ASSIGN = 0 ASSIGN = optim.Adam(netG.parameters(), lr=lr, betas=(0.5, 0.999))",0,"['lr = 0.0002\n', '# Initialize BCELoss function\n', 'criterion = nn.BCELoss()\n', 'msecriterion = nn.MSELoss()\n', 'l1criterion = nn.L1Loss()\n', '# Establish convention for real and fake labels during training\n', 'real_label = 1\n', 'fake_label = 0\n', '\n', '# Setup Adam optimizers for both G and D\n', '# optimizerD = optim.Adam(netD.parameters(), lr=lr, betas=(0.5, 0.999))\n', 'optimizerG = optim.Adam(netG.parameters(), lr=lr, betas=(0.5, 0.999))']"
"train_data[numerical].hist(bins=15, figsize=(15, 6), layout=(2, 4),rwidth=0.9,grid=False,color='purple');",1,"['#Check if numerical attributes have normal distributions\n', ""train_data[numerical].hist(bins=15, figsize=(15, 6), layout=(2, 4),rwidth=0.9,grid=False,color='purple');""]"
learn.load('stage-2');,0,"[""learn.load('stage-2');""]"
CHECKPOINT df.shape,0,['df.shape']
"SETUP CHECKPOINT ASSIGN = pd.read_csv(""..path""); print(ASSIGN[ASSIGN[:].isnull()])",0,"['#Q.5 write a pandas program to select the rows where the score is mising.\n', 'import pandas as pd\n', 'df = pd.read_csv(""../input/prediction-of-asteroid-diameter/Asteroid.csv"");\n', 'print(df[df[:].isnull()])']"
zomato_orgnl.head(),0,['zomato_orgnl.head()']
"df.loc[idx_val, dep_var].value_counts()[1]path(199522-159619)",0,"['# check % positive values in validation set\n', 'df.loc[idx_val, dep_var].value_counts()[1]/(199522-159619)']"
"sns.set(rc={'figure.figsize':(40,5)}) sns.countplot(x = 'Age', data = df1)",1,"[""sns.set(rc={'figure.figsize':(40,5)})\n"", ""sns.countplot(x = 'Age', data = df1)""]"
ASSIGN = pd.DataFrame(ForecastId) SLICE=pred_confirm SLICE=pred_fata,0,"['submit = pd.DataFrame(ForecastId)\n', ""submit['ConfirmedCases']=pred_confirm\n"", ""submit['Fatalities']=pred_fata""]"
"SETUP def scorer(model, X,  train_y): ASSIGN = model.predict(X) return metrics.accuracy_score( train_y, ASSIGN) ASSIGN = [1,2,4,8,16,32,64,128, 256] ASSIGN = [] for estimator in ASSIGN: ASSIGN = RandomForestClassifier(n_estimators=estimator) ASSIGN = model_selection.cross_val_score(rf, train_x, train_y, cv=5, scoring=scorer) ASSIGN.append(ASSIGN.mean())",0,"['#Parameters:決定最佳的n_estimators\n', '#目前只算到n_estimators=256，太大需要時間過長\n', '\n', 'from sklearn import model_selection, metrics\n', '\n', 'def scorer(model, X,  train_y):\n', '    preds = model.predict(X)\n', '    return metrics.accuracy_score( train_y, preds)\n', '\n', 'n_estimators = [1,2,4,8,16,32,64,128, 256]  ## try different n_estimators\n', 'cv_results = []\n', '\n', 'for estimator in n_estimators:\n', '    rf = RandomForestClassifier(n_estimators=estimator)\n', '    acc = model_selection.cross_val_score(rf, train_x,  train_y, cv=5, scoring=scorer)\n', '    cv_results.append(acc.mean())']"
"ASSIGN=20 ASSIGN = ImageData(is_train=False) ASSIGN = DataLoader(dataset, batch_size=batch_size, shuffle=True) ASSIGN = 'cuda'",0,"['batch_size=20\n', 'dataset = ImageData(is_train=False)\n', 'dataloader = DataLoader(dataset, batch_size=batch_size, shuffle=True)\n', ""device = 'cuda'""]"
SETUP ASSIGN = 200,0,"['IMG_WIDTH = 178\n', 'IMG_HEIGHT = 218\n', 'latent_size = 200']"
"CHECKPOINT print('Skew\n', final_df.skew(), '\nKurtosis:\n', final_df.kurt())",0,"[""print('Skew\\n', final_df.skew(), '\\nKurtosis:\\n', final_df.kurt())""]"
trainset.isnull().sum().sort_values(ascending = False).head(20)path(trainset),0,"['#summing missing value trainset\n', 'trainset.isnull().sum().sort_values(ascending = False).head(20)/len(trainset)']"
"ASSIGN = pd.DataFrame(ASSIGN,dtype=float) ASSIGN = pd.DataFrame(ASSIGN,dtype=float)",0,"['X = pd.DataFrame(X,dtype=float)\n', 'X_test = pd.DataFrame(X_test,dtype=float)']"
"def get_img_coords(input_item, input_type=str, output_z=False): ''' Input is a PredictionString (e.g. from train dataframe) Output is two arrays: xs: x coordinates in the image (row) ys: y coordinates in the image (column) ''' ASSIGN == str: ASSIGN = str2coords(input_item) else: ASSIGN = input_item ASSIGN = [c['x'] for c in coords] ASSIGN = [c['y'] for c in coords] ASSIGN = [c['z'] for c in coords] ASSIGN = np.array(list(zip(xs, ys, zs))).T ASSIGN = np.dot(camera_matrix, P).T ASSIGN[:, 0] path= ASSIGN[:, 2] ASSIGN[:, 1] path= ASSIGN[:, 2] ASSIGN = img_p[:, 0] ASSIGN = img_p[:, 1] ASSIGN = img_p[:, 2] if output_z: return img_xs, img_ys, img_zs return img_xs, img_ys plt.figure(figsize=(14,14)) plt.imshow(imread(PATH + 'train_imagespath' + train['ImageId'][2217] + '.jpg')) plt.scatter(*get_img_coords(train['PredictionString'][2217]), color='red', s=100);",1,"['def get_img_coords(input_item, input_type=str, output_z=False):\n', ""    '''\n"", '    Input is a PredictionString (e.g. from train dataframe)\n', '    Output is two arrays:\n', '        xs: x coordinates in the image (row)\n', '        ys: y coordinates in the image (column)\n', ""    '''\n"", '    if input_type == str:\n', '        coords = str2coords(input_item)\n', '    else:\n', '        coords = input_item\n', '    \n', ""    xs = [c['x'] for c in coords]\n"", ""    ys = [c['y'] for c in coords]\n"", ""    zs = [c['z'] for c in coords]\n"", '    P = np.array(list(zip(xs, ys, zs))).T\n', '    img_p = np.dot(camera_matrix, P).T\n', '    img_p[:, 0] /= img_p[:, 2]\n', '    img_p[:, 1] /= img_p[:, 2]\n', '    img_xs = img_p[:, 0]\n', '    img_ys = img_p[:, 1]\n', '    img_zs = img_p[:, 2] # z = Distance from the camera\n', '    if output_z:\n', '        return img_xs, img_ys, img_zs\n', '    return img_xs, img_ys\n', '\n', 'plt.figure(figsize=(14,14))\n', ""plt.imshow(imread(PATH + 'train_images/' + train['ImageId'][2217] + '.jpg'))\n"", ""plt.scatter(*get_img_coords(train['PredictionString'][2217]), color='red', s=100);""]"
data.keys(),0,['data.keys()']
"data_features['MSZoning'].groupby([data_features['MSSubClass'],data_features['MSZoning']]).count() data_features['MSZoning'] = data_features['MSZoning'].groupby(data_features['MSSubClass']).transform(lambda x:x.fillna(x.mode()[0]))",0,"[""data_features['MSZoning'].groupby([data_features['MSSubClass'],data_features['MSZoning']]).count()\n"", ""data_features['MSZoning'] = data_features['MSZoning'].groupby(data_features['MSSubClass']).transform(lambda x:x.fillna(x.mode()[0]))""]"
"SETUP CHECKPOINT for dirname, _, filenames in os.walk('path'): for filename in filenames: print(os.path.join(dirname, filename))",0,"['# This Python 3 environment comes with many helpful analytics libraries installed\n', '# It is defined by the kaggle/python Docker image: https://github.com/kaggle/docker-python\n', ""# For example, here's several helpful packages to load\n"", '\n', 'import numpy as np # linear algebra\n', 'import pandas as pd # data processing, CSV file I/O (e.g. pd.read_csv)\n', '\n', '# Input data files are available in the read-only ""../input/"" directory\n', '# For example, running this (by clicking run or pressing Shift+Enter) will list all files under the input directory\n', '\n', 'import os\n', ""for dirname, _, filenames in os.walk('/kaggle/input'):\n"", '    for filename in filenames:\n', '        print(os.path.join(dirname, filename))\n', '\n', '# You can write up to 5GB to the current directory (/kaggle/working/) that gets preserved as output when you create a version using ""Save & Run All"" \n', ""# You can also write temporary files to /kaggle/temp/, but they won't be saved outside of the current session""]"
SETUP,0,"['from sklearn.metrics import precision_score, recall_score']"
ASSIGN=max(city_vs_count),0,"['#lets check max count\n', 'count_max=max(city_vs_count)']"
CHECKPOINT submission,0,['submission']
"x_t, x_es, Y_t, Y_es = train_test_split(ex, ey, test_size = 0.20,shuffle = False)",0,"['x_t, x_es, Y_t, Y_es = train_test_split(ex, ey, test_size = 0.20,shuffle = False)']"
"data_features['MasVnrScore'] = data_features['MasVnrType'] * data_features['MasVnrArea'] data_features['BsmtScore2'] = data_features['BsmtQual'] * data_features['BsmtCond'] * data_features['BsmtExposure'] data_features['TotalSF'] = data_features['TotalBsmtSF'] + data_features['1stFlrSF'] + data_features['2ndFlrSF'] data_features[""AllSF""] = data_features[""GrLivArea""] + data_features[""TotalBsmtSF""] data_features['TotalBath'] = data_features['FullBath'] + 0.5*data_features['HalfBath'] + data_features['BsmtFullBath'] + 0.5*data_features['BsmtHalfBath'] data_features['Total_porch_sf'] = data_features['OpenPorchSF'] + data_features['3SsnPorch'] + data_features['EnclosedPorch'] + data_features['ScreenPorch'] + data_features['WoodDeckSF']",0,"[""data_features['MasVnrScore'] = data_features['MasVnrType'] * data_features['MasVnrArea']\n"", ""data_features['BsmtScore2'] = data_features['BsmtQual'] * data_features['BsmtCond'] * data_features['BsmtExposure']\n"", ""data_features['TotalSF'] = data_features['TotalBsmtSF'] + data_features['1stFlrSF'] + data_features['2ndFlrSF']\n"", 'data_features[""AllSF""] = data_features[""GrLivArea""] + data_features[""TotalBsmtSF""]\n', ""data_features['TotalBath'] = data_features['FullBath'] + 0.5*data_features['HalfBath'] + data_features['BsmtFullBath'] + 0.5*data_features['BsmtHalfBath']\n"", ""data_features['Total_porch_sf'] = data_features['OpenPorchSF'] + data_features['3SsnPorch'] + data_features['EnclosedPorch'] + data_features['ScreenPorch'] + data_features['WoodDeckSF']""]"
ASSIGN = train.ASSIGN().sum(axis=1) ASSIGN = test.isna().sum(axis=1) SLICE=train.ASSIGN().sum(axis=1) SLICE=test.ASSIGN().sum(axis=1),0,"['isna = train.isna().sum(axis=1)\n', 'isna_test = test.isna().sum(axis=1)\n', ""train['isna']=train.isna().sum(axis=1)\n"", ""test['isna']=test.isna().sum(axis=1)""]"
"CHECKPOINT ASSIGN = model3.predict(X_test) ASSIGN = mean_squared_error(y_test, y_pred3, squared=False) ASSIGN = str(round(val, 4)) print('Root Mean Squared Error:', np.sqrt(metrics.mean_squared_error(y_test, ASSIGN)))",0,"['y_pred3 = model3.predict(X_test)\n', '\n', 'val = mean_squared_error(y_test, y_pred3, squared=False)\n', 'val3 = str(round(val, 4))\n', '\n', '\n', ""print('Root Mean Squared Error:', np.sqrt(metrics.mean_squared_error(y_test, y_pred3)))\n""]"
CHECKPOINT ASSIGN = data_features.isnull().sum().sort_values(ascending = False) ASSIGN = ASSIGN[ASSIGN > 0] missing_data,0,"['missing_data = data_features.isnull().sum().sort_values(ascending = False)\n', 'missing_data = missing_data[missing_data > 0]\n', 'missing_data']"
"ASSIGN = LogisticRegression() ASSIGN.fit(X_train,y_train)",0,"['logmodel = LogisticRegression()\n', 'logmodel.fit(X_train,y_train)']"
def get_str_date(x): ASSIGN = str(ASSIGN)[0:10] return x scale_train.Date = scale_train.Date.apply(lambda ASSIGN: get_str_date(ASSIGN)),0,"['# In order to use query function,transform datetime to string\n', 'def get_str_date(x):\n', '    x = str(x)[0:10]\n', '    return x\n', '\n', 'scale_train.Date = scale_train.Date.apply(lambda x: get_str_date(x))']"
"ASSIGN = (data_features.isnull().sum()path().count()).sort_values(ascending=False) ASSIGN = ASSIGN[ASSIGN>0] pd.concat([data_features_na, ASSIGN],axis=1,keys=['total', 'ASSIGN'])",0,"['percent = (data_features.isnull().sum()/data_features.isnull().count()).sort_values(ascending=False)\n', 'percent = percent[percent>0]\n', ""pd.concat([data_features_na, percent],axis=1,keys=['total', 'percent'])""]"
final.head(),0,['final.head()']
"ASSIGN=plt.subplots(2,2,figsize=(20,20)) ASSIGN=train_identity_new.id_01.value_counts().index ASSIGN=train_identity_new.id_01.value_counts() sns.barplot(ASSIGN=ASSIGN,ASSIGN=ASSIGN,ax=ax[0,0],orient='h') ax[0,0].set_title(""Bar chart for id_01"",size=20) ax[0,0].set_xlabel('counts',size=18) ax[0,0].set_ylabel('') ASSIGN=train_identity_new.id_12.value_counts().index ASSIGN=train_identity_new.id_12.value_counts() sns.barplot(ASSIGN=ASSIGN,ASSIGN=ASSIGN,ax=ax[0,1]) ax[0,1].set_title(""Bar chart for id_12"",size=20) ax[0,1].set_xlabel('counts',size=18) ax[0,1].set_ylabel('') ASSIGN=train_identity_new.id_38.value_counts().index ASSIGN=train_identity_new.id_38.value_counts() sns.barplot(ASSIGN=ASSIGN,ASSIGN=ASSIGN,ax=ax[1,0],order=['T','F']) ax[1,0].set_title(""Bar chart for id_38"",size=20) ax[1,0].set_xlabel('counts',size=18) ax[1,0].set_ylabel('') ASSIGN=train_identity_new.id_37.value_counts().index ASSIGN=train_identity_new.id_37.value_counts() sns.barplot(ASSIGN=ASSIGN,ASSIGN=ASSIGN,ax=ax[1,1],order=['T','F']) ax[1,1].set_title(""Bar chart for id_37"",size=20) ax[1,1].set_xlabel('counts',size=18) ax[1,1].set_ylabel('')",1,"['fig,ax=plt.subplots(2,2,figsize=(20,20))\n', 'y=train_identity_new.id_01.value_counts().index\n', 'x=train_identity_new.id_01.value_counts()\n', ""sns.barplot(x=x,y=y,ax=ax[0,0],orient='h')\n"", 'ax[0,0].set_title(""Bar chart for id_01"",size=20)\n', ""ax[0,0].set_xlabel('counts',size=18)\n"", ""ax[0,0].set_ylabel('')\n"", '\n', 'y=train_identity_new.id_12.value_counts().index\n', 'x=train_identity_new.id_12.value_counts()\n', 'sns.barplot(x=x,y=y,ax=ax[0,1])\n', 'ax[0,1].set_title(""Bar chart for id_12"",size=20)\n', ""ax[0,1].set_xlabel('counts',size=18)\n"", ""ax[0,1].set_ylabel('')\n"", '\n', 'y=train_identity_new.id_38.value_counts().index\n', 'x=train_identity_new.id_38.value_counts()\n', ""sns.barplot(x=x,y=y,ax=ax[1,0],order=['T','F'])\n"", 'ax[1,0].set_title(""Bar chart for id_38"",size=20)\n', ""ax[1,0].set_xlabel('counts',size=18)\n"", ""ax[1,0].set_ylabel('')\n"", '\n', 'y=train_identity_new.id_37.value_counts().index\n', 'x=train_identity_new.id_37.value_counts()\n', ""sns.barplot(x=x,y=y,ax=ax[1,1],order=['T','F'])\n"", 'ax[1,1].set_title(""Bar chart for id_37"",size=20)\n', ""ax[1,1].set_xlabel('counts',size=18)\n"", ""ax[1,1].set_ylabel('')""]"
"def pyth_test (x1, x2): print (x1 + x2) pyth_test(1,2)",0,"['def pyth_test (x1, x2):\n', '   \n', '    print (x1 + x2)\n', '\n', 'pyth_test(1,2)']"
SETUP,0,"['import torch\n', 'import torch.nn as nn\n', 'import torch.nn.functional as F\n', 'import torch.optim as optim\n', 'from torch.utils.data import Dataset, DataLoader\n', 'from torchvision import transforms\n', 'from torchvision.utils import make_grid\n', 'import torchvision.utils as vutils\n', 'import matplotlib.animation as animation\n', 'from IPython.display import HTML\n', '\n', 'import matplotlib.pyplot as plt\n', 'from PIL import Image\n', 'import numpy as np\n', 'import pandas as pd\n', 'import copy\n', 'import math\n', 'import torch.utils.checkpoint as cp\n', '\n', 'import time\n', 'import cv2 as cv\n', 'from tqdm import tqdm_notebook as tqdm\n', 'import matplotlib.image as mpimg\n', 'from math import exp\n', '\n', 'import torchvision.transforms.functional as TF\n', 'from collections import OrderedDict\n']"
"ASSIGN = pathpath ASSIGN.mkdir(parents=True, exist_ok=True) download_images(pathpath, ASSIGN, max_pics=200)",0,"['# 创建各个类别图像下载的目录\n', 'dest = path/folder\n', 'dest.mkdir(parents=True, exist_ok=True)\n', '# 下载图像\n', 'download_images(path/file, dest, max_pics=200)']"
test_data['color'].unique(),0,"['#Check if train and test data have the same categories\n', ""test_data['color'].unique()""]"
"sub_df.to_csv('my_submission.csv', index=False)",0,"[""sub_df.to_csv('my_submission.csv', index=False)\n""]"
ASSIGN = pd.read_csv('..path'),0,"[""data_mat = pd.read_csv('../input/student-mat.csv')""]"
ASSIGN = np.zeros(xtest_tfidf.shape[0]),0,['test_y = np.zeros(xtest_tfidf.shape[0])']
"SETUP CHECKPOINT ASSIGN = input(""Enter first array:"") ASSIGN = inp1.split() ASSIGN = [int(i) for i in ASSIGN] ASSIGN = input(""Enter second array:"") ASSIGN = inp2.split() ASSIGN = [int(i) for i in ASSIGN] Arr1 = np.array(ASSIGN) Arr2 = np.array(ASSIGN) print() print(Arr1) print() print(Arr2) print() print(id(Arr1)==id(Arr2)) ASSIGN = Arr1%3==0 ASSIGN = Arr2%3==0 print() print(Arr1[ASSIGN]) print() print(Arr2[ASSIGN]) print() Arr2.sort() print(Arr2) print() print (Arr1.sum())",0,"['#Q1create two NumPy array by takin user input of data stored in array, check if they have views to same memory, check if elements of arrays are divisible by 3 or not sort 2nd array and find sum of all elements of 1st array\n', 'import numpy as np\n', 'inp1 = input(""Enter first array:"")\n', 'a = inp1.split()\n', 'a = [int(i) for i in a]\n', 'inp2 = input(""Enter second array:"")\n', 'b = inp2.split()\n', 'b = [int(i) for i in b]\n', 'Arr1 = np.array(a)\n', 'Arr2 = np.array(b)\n', 'print(""Array 1 :"")\n', 'print(Arr1)\n', 'print(""Array 2 :"")\n', 'print(Arr2)\n', 'print(""Do both of these arrays share the same memory :"")\n', 'print(id(Arr1)==id(Arr2))\n', 'div1 = Arr1%3==0\n', 'div2 = Arr2%3==0\n', 'print(""elements of array 1 divisible by 3 are :"")\n', 'print(Arr1[div1])\n', 'print(""elements of array 2 divisible by 3 are :"")\n', 'print(Arr2[div2])\n', 'print(""Array 2 after sorting is :"")\n', 'Arr2.sort()\n', 'print(Arr2)\n', 'print(""Sum of elements of array 1 is :"")\n', 'print (Arr1.sum())']"
CHECKPOINT print(os.listdir('..path')),0,"[""print(os.listdir('../input'))""]"
"final_df.plot(kind='box', rot=-30)",1,"[""final_df.plot(kind='box', rot=-30)""]"
"ASSIGN = pd.read_csv(""..path"") ASSIGN = pd.read_csv(""..path"") ASSIGN = pd.read_csv(""..path"") ASSIGN = pd.read_csv(""..path"")",0,"['cbd = pd.read_csv(""../input/crimeanalysis/crime_by_district.csv"")\n', 'cbdr = pd.read_csv(""../input/crimeanalysis/crime_by_district_rt.csv"")\n', 'cbs = pd.read_csv(""../input/crimeanalysis/crime_by_state.csv"")\n', 'cbsr = pd.read_csv(""../input/crimeanalysis/crime_by_state_rt.csv"")']"
"SETUP ASSIGN = random.sample(list(range(len(points_df))), 5000) ASSIGN = np.vstack([points_df['x'][sample_index_list], points_df['y'][sample_index_list], points_df['z'][ASSIGN], points_df['yaw'][ASSIGN], points_df['pitch'][ASSIGN], points_df['roll'][ASSIGN]]) ASSIGN = np.corrcoef(v) ASSIGN = plt.subplots(figsize=(7, 7)) ASSIGN = ax.imshow(CM) ax.set_xticks(np.arange(6)) ax.set_yticks(np.arange(6)) ax.set_xticklabels(['x', 'y', 'z', 'yaw', 'pitch', 'roll']) ax.set_yticklabels(['x', 'y', 'z', 'yaw', 'pitch', 'roll']) for i in range(6): for j in range(6): ASSIGN = ax.ASSIGN(j, i, round(CM[i, j], 2), ASSIGN=""center"", va=""center"", color=""w"") fig.tight_layout() plt.show()",1,"['import random\n', 'sample_index_list = random.sample(list(range(len(points_df))), 5000)\n', ""v = np.vstack([points_df['x'][sample_index_list], points_df['y'][sample_index_list], \n"", ""               points_df['z'][sample_index_list], points_df['yaw'][sample_index_list], \n"", ""               points_df['pitch'][sample_index_list], points_df['roll'][sample_index_list]])\n"", 'CM = np.corrcoef(v)\n', '\n', 'fig, ax = plt.subplots(figsize=(7, 7))\n', 'im = ax.imshow(CM)\n', 'ax.set_xticks(np.arange(6))\n', 'ax.set_yticks(np.arange(6))\n', ""ax.set_xticklabels(['x', 'y', 'z', 'yaw', 'pitch', 'roll'])\n"", ""ax.set_yticklabels(['x', 'y', 'z', 'yaw', 'pitch', 'roll'])\n"", 'for i in range(6):\n', '    for j in range(6):\n', '        text = ax.text(j, i, round(CM[i, j], 2),\n', '                       ha=""center"", va=""center"", color=""w"")\n', 'fig.tight_layout()\n', 'plt.show()']"
"plt.figure(figsize=(12,5)) plt.title(""Distribution of train image locations(Train location Variable)"") ASSIGN = sns.distplot(train[""location""])",1,"['plt.figure(figsize=(12,5))\n', 'plt.title(""Distribution of train image locations(Train location Variable)"")\n', 'ax = sns.distplot(train[""location""])']"
"df.drop(['Serial No.'], axis = 1, inplace = True)",0,"[""df.drop(['Serial No.'], axis = 1, inplace = True)""]"
"CHECKPOINT ASSIGN = vg_sales[['Name', 'JP_Sales', 'NA_Sales']][(vg_sales.Year>=1992) & (vg_sales.Year<=1996) & (vg_sales.JP_Sales > vg_sales.NA_Sales)].sort(columns = 'JP_Sales', ascending = False) print(ASSIGN.head(20))",0,"[""japan1992_1996 = vg_sales[['Name', 'JP_Sales', 'NA_Sales']][(vg_sales.Year>=1992) & (vg_sales.Year<=1996) & (vg_sales.JP_Sales > vg_sales.NA_Sales)].sort(columns = 'JP_Sales', ascending = False)\n"", 'print(japan1992_1996.head(20))']"
"CHECKPOINT ASSIGN = LinearRegression() ASSIGN.fit(x_t, Y_t) ASSIGN = model14.score(x_es,Y_es) print(ASSIGN*100,'%')",0,"['model14 = LinearRegression()\n', 'model14.fit(x_t, Y_t)\n', '\n', 'accuracy14 = model14.score(x_es,Y_es)\n', ""print(accuracy14*100,'%')""]"
"MNB.fit(x_train,x_test) MNB.score(y_train,y_test)",0,"['MNB.fit(x_train,x_test)\n', 'MNB.score(y_train,y_test)']"
CHECKPOINT cbd.shape,0,['cbd.shape']
"plotCorrelationMatrix(df1, 196)",1,"['plotCorrelationMatrix(df1, 196)']"
"ASSIGN=plt.subplots(1,2,figsize=(20,10)) sns.barplot(x=data2.sex.value_counts().sort_values(ascending=False),y=data2.sex.value_counts().sort_values(ascending=False).index,ax=ax[0]) ax[0].set_title(""Number of patient by sex"",size=20) ax[0].set_xlabel('patient',size=18) sns.barplot(x=data2.country.value_counts().sort_values(ascending=False),y=data2.country.value_counts().sort_values(ascending=False).index,ax=ax[1]) ax[1].set_title(""Number of patient by country"",size=20) ax[1].set_xlabel('patient',size=18)",1,"['fig,ax=plt.subplots(1,2,figsize=(20,10))\n', 'sns.barplot(x=data2.sex.value_counts().sort_values(ascending=False),y=data2.sex.value_counts().sort_values(ascending=False).index,ax=ax[0])\n', 'ax[0].set_title(""Number of patient by sex"",size=20)\n', ""ax[0].set_xlabel('patient',size=18)\n"", 'sns.barplot(x=data2.country.value_counts().sort_values(ascending=False),y=data2.country.value_counts().sort_values(ascending=False).index,ax=ax[1])\n', 'ax[1].set_title(""Number of patient by country"",size=20)\n', ""ax[1].set_xlabel('patient',size=18)""]"
tf.isnull().sum(),0,['tf.isnull().sum()']
"df_all['date_account_created'] = pd.to_datetime(df_all['date_account_created'],format='%Y-%m-%d')",0,"[""df_all['date_account_created'] = pd.to_datetime(df_all['date_account_created'],format='%Y-%m-%d')""]"
SLICE=df.Attrition.eq('Yes').mul(1),0,"[""df['Attrition']=df.Attrition.eq('Yes').mul(1)""]"
covid.tail(),0,"['# verificação final\n', 'covid.tail()']"
